session_id,viewer_id,session_start,session_end,session_duration,is_successful
68,5,2024-05-06 02:19:27,2024-05-06 02:47:27,28,True
69,5,2024-07-02 03:04:51,2024-07-02 03:51:51,47,True
70,6,2024-11-19 13:28:12,2024-11-19 14:15:12,47,False
71,6,2025-01-03 13:11:26,2025-01-03 14:03:26,52,True
72,6,2023-08-14 04:52:20,2023-08-14 05:39:20,47,True
73,6,2024-07-28 15:06:11,2024-07-28 15:22:11,16,True
74,6,2024-09-28 01:30:09,2024-09-28 02:21:09,51,True
75,6,2025-04-22 18:51:28,2025-04-22 19:46:28,55,False
76,6,2025-05-26 01:29:49,2025-05-26 02:12:49,43,True
77,6,2025-06-20 16:23:44,2025-06-20 16:56:44,33,True
78,6,2024-02-29 04:28:51,2024-02-29 05:05:51,37,True
79,6,2024-09-19 16:06:41,2024-09-19 17:08:41,62,True
80,6,2025-04-09 16:09:36,2025-04-09 17:29:36,80,True
81,7,2025-05-29 07:12:25,2025-05-29 07:35:25,23,True
82,7,2024-03-16 12:32:45,2024-03-16 13:28:45,56,True
83,7,2025-01-03 07:01:18,2025-01-03 07:35:18,34,True
84,7,2023-12-23 02:53:53,2023-12-23 03:47:53,54,True
85,7,2024-03-27 04:57:20,2024-03-27 05:47:20,50,True
86,7,2024-08-15 09:29:22,2024-08-15 10:04:22,35,True
87,7,2023-10-13 04:10:59,2023-10-13 04:40:59,30,True
88,7,2024-03-18 02:37:15,2024-03-18 03:29:15,52,True
89,7,2023-08-18 18:28:59,2023-08-18 19:01:59,33,True
90,7,2023-08-10 11:43:55,2023-08-10 12:43:55,60,True
91,7,2025-06-01 03:45:03,2025-06-01 04:16:03,31,True
92,7,2024-08-17 02:01:38,2024-08-17 02:50:38,49,True
93,7,2024-08-23 02:02:27,2024-08-23 02:40:27,38,True
94,7,2024-10-10 16:10:21,2024-10-10 16:54:21,44,True
95,7,2024-04-13 17:25:31,2024-04-13 17:58:31,33,True
96,7,2024-05-06 03:27:45,2024-05-06 04:08:45,41,True
97,7,2025-04-25 19:36:42,2025-04-25 19:41:42,5,True
98,7,2025-02-19 05:59:36,2025-02-19 06:30:36,31,True
99,8,2023-08-10 02:21:05,2023-08-10 03:03:05,42,True
100,8,2024-07-31 12:46:40,2024-07-31 13:23:40,37,True
101,8,2024-12-03 00:02:05,2024-12-03 00:35:05,33,True
102,8,2024-06-10 22:59:19,2024-06-11 00:02:19,63,True
103,8,2023-07-30 08:37:15,2023-07-30 09:08:15,31,True
104,8,2024-11-17 04:00:16,2024-11-17 05:05:16,65,True
105,8,2023-12-21 15:55:17,2023-12-21 17:03:17,68,True
106,8,2024-06-12 00:57:31,2024-06-12 01:11:31,14,True
107,8,2024-01-09 05:34:19,2024-01-09 06:19:19,45,True
108,8,2024-11-06 00:56:00,2024-11-06 01:34:00,38,True
109,8,2024-12-02 15:45:12,2024-12-02 15:50:12,5,True
110,8,2025-05-26 19:06:51,2025-05-26 19:28:51,22,True
111,9,2024-10-23 21:15:57,2024-10-23 22:12:57,57,True
112,9,2024-08-17 17:28:54,2024-08-17 18:16:54,48,True
113,9,2024-01-25 05:51:56,2024-01-25 06:34:56,43,True
114,9,2024-08-25 14:25:18,2024-08-25 15:34:18,69,True
115,9,2025-05-31 17:41:19,2025-05-31 18:57:19,76,True
116,9,2024-03-28 01:26:48,2024-03-28 02:01:48,35,True
117,9,2023-12-09 12:45:53,2023-12-09 12:59:53,14,True
118,9,2023-06-30 04:23:53,2023-06-30 04:35:53,12,True
119,9,2024-06-20 15:44:05,2024-06-20 16:47:05,63,True
120,9,2024-03-29 12:39:20,2024-03-29 13:22:20,43,True
121,9,2025-03-08 15:34:01,2025-03-08 16:20:01,46,True
122,9,2023-10-20 23:12:09,2023-10-20 23:29:09,17,True
123,9,2024-02-22 19:37:24,2024-02-22 20:09:24,32,True
124,9,2023-12-04 08:57:20,2023-12-04 09:36:20,39,True
125,9,2024-10-02 11:04:46,2024-10-02 11:51:46,47,True
126,9,2025-02-22 07:31:43,2025-02-22 08:09:43,38,True
127,10,2023-08-20 09:20:53,2023-08-20 09:36:53,16,True
128,10,2023-11-30 09:24:54,2023-11-30 10:03:54,39,True
129,10,2024-03-31 08:35:22,2024-03-31 08:50:22,15,True
130,10,2023-12-31 12:02:07,2023-12-31 12:34:07,32,True
131,10,2025-04-14 17:46:38,2025-04-14 18:18:38,32,True
132,10,2023-11-09 07:15:02,2023-11-09 07:20:02,5,True
133,10,2023-09-13 09:56:53,2023-09-13 10:14:53,18,True
134,10,2024-07-24 14:17:29,2024-07-24 14:41:29,24,True
135,10,2023-11-09 09:26:54,2023-11-09 09:55:54,29,True
136,10,2023-08-11 19:41:57,2023-08-11 20:03:57,22,True
137,10,2023-11-11 14:02:29,2023-11-11 14:43:29,41,True
138,10,2025-05-19 22:27:48,2025-05-19 22:54:48,27,True
139,10,2024-11-22 06:48:21,2024-11-22 07:20:21,32,True
140,10,2023-10-15 07:47:27,2023-10-15 08:04:27,17,True
141,10,2025-01-24 16:53:56,2025-01-24 17:25:56,32,True
142,10,2024-02-07 22:23:35,2024-02-07 23:18:35,55,True
143,11,2025-03-14 10:51:31,2025-03-14 11:16:31,25,True
144,11,2023-08-18 02:23:42,2023-08-18 03:03:42,40,True
145,11,2024-12-17 16:25:03,2024-12-17 17:26:03,61,True
146,11,2023-07-21 11:46:43,2023-07-21 12:48:43,62,True
147,11,2023-07-27 06:01:26,2023-07-27 06:27:26,26,True
148,11,2025-04-11 22:55:00,2025-04-11 23:33:00,38,True
149,11,2024-05-01 05:40:48,2024-05-01 05:53:48,13,True
150,11,2024-11-03 12:25:44,2024-11-03 13:12:44,47,True
151,11,2024-03-14 07:52:09,2024-03-14 08:50:09,58,True
152,11,2023-07-02 06:10:45,2023-07-02 06:45:45,35,True
153,12,2025-01-06 11:06:45,2025-01-06 12:02:45,56,True
154,12,2024-07-27 08:28:19,2024-07-27 09:07:19,39,True
155,12,2025-04-25 11:08:58,2025-04-25 11:53:58,45,True
156,12,2024-07-05 00:24:31,2024-07-05 01:36:31,72,True
157,12,2023-12-22 15:24:37,2023-12-22 16:05:37,41,True
158,12,2023-10-16 19:07:12,2023-10-16 19:48:12,41,True
159,12,2025-04-17 16:03:38,2025-04-17 16:49:38,46,True
160,12,2023-08-31 17:13:18,2023-08-31 18:00:18,47,True
161,12,2024-04-09 22:14:13,2024-04-09 23:00:13,46,True
162,12,2023-12-05 19:37:48,2023-12-05 20:26:48,49,True
163,12,2023-10-05 13:23:05,2023-10-05 13:49:05,26,True
164,12,2025-05-05 16:29:01,2025-05-05 17:11:01,42,True
165,12,2024-01-19 20:22:31,2024-01-19 20:47:31,25,True
166,12,2024-11-04 15:58:40,2024-11-04 16:42:40,44,True
167,13,2025-05-27 17:23:56,2025-05-27 17:40:56,17,True
168,13,2025-05-02 18:33:16,2025-05-02 19:18:16,45,True
169,13,2024-05-26 15:29:28,2024-05-26 16:02:28,33,True
170,13,2024-12-30 02:35:57,2024-12-30 03:05:57,30,True
171,13,2025-06-24 17:27:53,2025-06-24 17:32:53,5,True
172,13,2024-08-07 15:40:44,2024-08-07 16:08:44,28,True
173,13,2025-06-14 12:00:26,2025-06-14 12:05:26,5,True
174,13,2024-05-22 16:58:48,2024-05-22 17:03:48,5,True
175,13,2025-03-15 07:52:06,2025-03-15 07:58:06,6,True
176,13,2025-03-17 21:07:18,2025-03-17 21:19:18,12,True
177,13,2023-08-31 05:39:41,2023-08-31 06:15:41,36,True
178,13,2024-09-03 15:12:54,2024-09-03 15:39:54,27,True
179,13,2024-09-03 18:19:44,2024-09-03 18:28:44,9,True
180,13,2024-05-02 12:14:08,2024-05-02 12:29:08,15,True
181,13,2023-10-28 11:58:48,2023-10-28 12:29:48,31,True
182,14,2023-08-01 01:35:55,2023-08-01 02:11:55,36,True
183,14,2025-05-24 11:37:12,2025-05-24 12:20:12,43,True
184,14,2023-12-20 15:57:51,2023-12-20 16:23:51,26,True
185,14,2024-10-30 07:57:57,2024-10-30 08:06:57,9,True
186,14,2025-04-02 15:49:48,2025-04-02 16:22:48,33,True
187,14,2025-01-30 14:15:00,2025-01-30 14:36:00,21,True
188,14,2025-04-04 10:35:20,2025-04-04 10:43:20,8,True
189,14,2023-10-09 11:46:42,2023-10-09 12:13:42,27,True
190,14,2024-03-24 11:06:37,2024-03-24 11:29:37,23,True
191,14,2024-07-12 11:39:03,2024-07-12 11:44:03,5,True
192,14,2023-08-23 22:32:11,2023-08-23 22:42:11,10,True
193,14,2024-05-30 14:15:09,2024-05-30 15:08:09,53,True
194,14,2024-05-31 15:12:34,2024-05-31 15:39:34,27,True
195,14,2023-07-16 04:04:33,2023-07-16 04:50:33,46,True
196,14,2024-09-05 09:37:04,2024-09-05 10:07:04,30,True
197,14,2023-06-28 22:54:55,2023-06-28 23:38:55,44,True
198,15,2024-05-18 03:45:34,2024-05-18 04:44:34,59,True
199,15,2023-09-02 12:08:12,2023-09-02 13:12:12,64,True
200,15,2024-03-05 14:56:30,2024-03-05 15:53:30,57,True
201,15,2023-10-24 13:34:56,2023-10-24 14:18:56,44,True
202,15,2024-11-30 11:49:18,2024-11-30 12:38:18,49,True
203,15,2024-08-03 10:49:26,2024-08-03 11:35:26,46,True
204,15,2023-11-07 07:41:57,2023-11-07 08:18:57,37,True
205,15,2024-05-08 07:38:05,2024-05-08 08:15:05,37,True
206,15,2025-05-27 12:58:16,2025-05-27 14:04:16,66,True
207,15,2023-09-08 10:51:10,2023-09-08 11:14:10,23,True
208,15,2025-01-29 01:49:22,2025-01-29 03:04:22,75,True
209,16,2024-12-09 03:47:47,2024-12-09 03:52:47,5,True
210,16,2023-10-31 00:06:27,2023-10-31 00:34:27,28,True
211,16,2024-03-11 16:47:36,2024-03-11 17:43:36,56,True
212,16,2025-04-23 04:07:22,2025-04-23 04:20:22,13,True
213,16,2025-01-22 01:46:38,2025-01-22 02:31:38,45,True
214,16,2024-07-13 15:34:57,2024-07-13 16:16:57,42,False
215,16,2025-04-22 18:55:11,2025-04-22 19:33:11,38,True
216,16,2024-12-07 03:16:24,2024-12-07 04:08:24,52,True
217,16,2024-11-10 13:13:56,2024-11-10 13:47:56,34,True
218,16,2024-08-14 06:30:43,2024-08-14 07:27:43,57,True
219,16,2024-05-09 23:42:28,2024-05-10 00:14:28,32,True
220,16,2025-01-12 16:04:48,2025-01-12 16:44:48,40,True
221,16,2024-06-29 16:21:39,2024-06-29 16:53:39,32,True
222,16,2023-11-29 14:28:16,2023-11-29 14:49:16,21,True
223,16,2024-03-25 11:22:50,2024-03-25 11:36:50,14,True
224,16,2024-08-03 02:11:11,2024-08-03 02:54:11,43,True
225,17,2023-08-26 17:25:31,2023-08-26 18:00:31,35,True
226,17,2024-08-31 01:41:58,2024-08-31 02:12:58,31,True
227,17,2024-02-11 18:07:09,2024-02-11 18:26:09,19,True
228,17,2024-12-26 17:44:10,2024-12-26 18:10:10,26,True
229,17,2024-11-13 09:06:47,2024-11-13 09:11:47,5,True
230,17,2024-06-05 19:17:44,2024-06-05 20:07:44,50,True
231,17,2024-11-23 09:28:33,2024-11-23 09:42:33,14,True
232,17,2023-09-04 23:04:56,2023-09-04 23:22:56,18,True
233,17,2024-08-07 07:25:44,2024-08-07 07:30:44,5,True
234,17,2023-07-30 15:04:35,2023-07-30 15:38:35,34,True
235,18,2023-08-03 22:16:56,2023-08-03 22:37:56,21,True
236,18,2025-06-22 02:13:30,2025-06-22 02:34:30,21,True
237,18,2024-03-02 06:35:49,2024-03-02 07:03:49,28,True
238,18,2023-12-17 18:57:23,2023-12-17 19:03:23,6,True
239,18,2024-07-22 22:39:15,2024-07-22 23:00:15,21,True
240,18,2025-02-07 14:19:52,2025-02-07 14:47:52,28,True
241,18,2024-09-11 06:30:13,2024-09-11 06:35:13,5,True
242,18,2023-12-02 21:33:35,2023-12-02 22:00:35,27,True
243,18,2024-08-01 01:59:21,2024-08-01 02:09:21,10,True
244,18,2024-03-28 09:40:13,2024-03-28 10:08:13,28,True
245,18,2025-05-16 16:58:20,2025-05-16 17:54:20,56,True
246,18,2024-07-03 14:48:38,2024-07-03 15:10:38,22,True
247,18,2024-08-26 04:59:44,2024-08-26 05:06:44,7,True
248,18,2025-04-15 00:16:36,2025-04-15 00:43:36,27,True
249,18,2025-02-04 05:51:40,2025-02-04 06:22:40,31,True
250,18,2024-01-15 20:19:18,2024-01-15 20:28:18,9,True
251,19,2025-05-30 11:16:03,2025-05-30 12:05:03,49,True
252,19,2024-02-10 07:50:04,2024-02-10 08:37:04,47,True
253,19,2023-08-06 04:13:05,2023-08-06 04:49:05,36,True
254,19,2023-09-06 06:15:18,2023-09-06 07:10:18,55,True
255,19,2024-07-07 13:21:49,2024-07-07 14:45:49,84,False
256,19,2023-10-28 23:05:58,2023-10-28 23:48:58,43,True
257,19,2024-12-29 22:18:56,2024-12-29 23:02:56,44,True
258,19,2023-10-24 20:47:12,2023-10-24 21:46:12,59,True
259,19,2023-08-06 13:55:43,2023-08-06 14:37:43,42,True
260,19,2024-08-03 19:02:51,2024-08-03 20:03:51,61,True
261,19,2024-09-19 10:17:46,2024-09-19 10:57:46,40,True
262,19,2024-07-24 04:02:49,2024-07-24 05:20:49,78,True
263,19,2024-09-26 21:38:46,2024-09-26 22:34:46,56,True
264,19,2025-03-01 19:03:30,2025-03-01 19:44:30,41,True
265,19,2023-12-12 04:03:23,2023-12-12 04:45:23,42,True
266,20,2024-10-24 02:03:07,2024-10-24 02:30:07,27,True
267,20,2023-10-19 17:36:04,2023-10-19 17:50:04,14,True
268,20,2023-12-29 04:57:13,2023-12-29 05:09:13,12,True
269,20,2024-01-16 19:20:47,2024-01-16 19:50:47,30,True
270,20,2024-06-18 02:20:33,2024-06-18 03:19:33,59,True
271,20,2024-01-17 18:46:58,2024-01-17 19:00:58,14,True
272,20,2023-11-29 14:14:05,2023-11-29 14:44:05,30,True
273,20,2023-10-02 08:12:40,2023-10-02 08:25:40,13,True
274,20,2024-12-26 12:09:03,2024-12-26 12:48:03,39,True
275,20,2024-07-15 13:58:57,2024-07-15 14:36:57,38,True
276,20,2023-09-16 06:59:37,2023-09-16 07:12:37,13,True
277,21,2024-05-01 00:30:51,2024-05-01 00:57:51,27,True
278,21,2025-05-24 15:44:27,2025-05-24 16:01:27,17,True
279,21,2024-03-17 01:17:52,2024-03-17 01:56:52,39,True
280,21,2024-09-10 05:25:35,2024-09-10 05:55:35,30,True
281,21,2023-11-18 12:49:02,2023-11-18 12:55:02,6,True
282,21,2023-07-05 14:38:10,2023-07-05 15:13:10,35,True
283,21,2023-09-28 13:59:32,2023-09-28 14:45:32,46,True
284,21,2024-09-28 09:14:52,2024-09-28 09:37:52,23,False
285,21,2023-07-07 16:23:19,2023-07-07 16:47:19,24,True
286,21,2023-07-24 12:50:22,2023-07-24 13:17:22,27,True
287,21,2023-11-26 23:44:13,2023-11-26 23:51:13,7,True
288,22,2023-08-04 04:39:33,2023-08-04 05:36:33,57,True
289,22,2025-05-12 16:32:42,2025-05-12 17:44:42,72,True
290,22,2024-11-17 11:29:07,2024-11-17 11:50:07,21,True
291,22,2023-12-05 03:23:12,2023-12-05 04:06:12,43,False
292,22,2023-10-01 23:49:17,2023-10-02 00:36:17,47,True
293,22,2024-12-02 20:42:58,2024-12-02 21:33:58,51,True
294,22,2024-06-25 22:50:50,2024-06-25 23:37:50,47,True
295,22,2025-03-10 09:59:51,2025-03-10 10:15:51,16,True
296,22,2023-09-29 01:32:51,2023-09-29 02:32:51,60,True
297,22,2025-03-28 21:57:58,2025-03-28 23:00:58,63,True
298,22,2023-12-23 04:05:42,2023-12-23 05:24:42,79,True
299,22,2024-12-03 12:43:09,2024-12-03 13:26:09,43,True
300,22,2023-07-28 09:59:13,2023-07-28 10:40:13,41,True
301,22,2025-01-15 14:58:10,2025-01-15 15:12:10,14,False
302,22,2023-10-01 14:02:35,2023-10-01 14:52:35,50,True
303,22,2023-09-04 11:31:24,2023-09-04 12:39:24,68,True
304,22,2024-02-28 04:53:26,2024-02-28 05:38:26,45,True
305,22,2023-08-01 12:16:07,2023-08-01 13:43:07,87,True
306,23,2023-12-30 07:18:53,2023-12-30 07:49:53,31,True
307,23,2023-11-19 02:06:46,2023-11-19 02:41:46,35,True
308,23,2024-11-07 11:21:46,2024-11-07 11:57:46,36,True
309,23,2025-02-19 17:02:59,2025-02-19 17:27:59,25,True
310,23,2024-03-05 18:08:03,2024-03-05 18:39:03,31,True
311,23,2025-01-27 10:59:57,2025-01-27 11:12:57,13,True
312,23,2023-12-13 18:06:41,2023-12-13 18:51:41,45,True
313,23,2025-02-22 02:52:29,2025-02-22 03:37:29,45,True
314,23,2024-05-26 22:08:40,2024-05-26 22:43:40,35,True
315,23,2024-03-14 02:25:28,2024-03-14 03:11:28,46,True
316,23,2025-04-17 20:16:33,2025-04-17 20:52:33,36,True
317,23,2023-09-06 05:53:33,2023-09-06 06:52:33,59,True
318,23,2024-07-24 14:49:12,2024-07-24 15:04:12,15,True
319,23,2023-10-02 14:10:24,2023-10-02 14:48:24,38,True
320,23,2023-08-19 01:04:29,2023-08-19 01:52:29,48,True
321,24,2023-07-14 21:27:35,2023-07-14 22:17:35,50,True
322,24,2023-10-24 10:00:52,2023-10-24 10:44:52,44,True
323,24,2024-09-07 03:17:38,2024-09-07 04:05:38,48,True
324,24,2024-04-26 19:42:53,2024-04-26 20:43:53,61,True
325,24,2025-04-03 12:04:48,2025-04-03 13:22:48,78,True
326,24,2024-11-10 02:34:40,2024-11-10 02:59:40,25,True
327,24,2024-12-21 09:15:36,2024-12-21 09:47:36,32,True
328,24,2024-06-05 05:49:08,2024-06-05 06:37:08,48,True
329,24,2024-03-30 08:41:48,2024-03-30 09:32:48,51,True
330,24,2024-09-14 08:55:03,2024-09-14 09:42:03,47,False
331,24,2025-03-17 19:18:48,2025-03-17 20:00:48,42,True
332,24,2023-10-22 09:18:57,2023-10-22 09:50:57,32,True
333,24,2024-12-26 08:05:08,2024-12-26 08:46:08,41,True
334,24,2024-07-19 22:54:50,2024-07-19 23:57:50,63,True
335,24,2023-09-23 07:44:29,2023-09-23 08:36:29,52,True
336,24,2025-01-21 16:41:35,2025-01-21 17:42:35,61,True
337,24,2024-01-06 18:13:26,2024-01-06 18:45:26,32,True
338,25,2025-03-04 07:47:28,2025-03-04 08:32:28,45,True
339,25,2024-12-21 01:51:23,2024-12-21 02:30:23,39,True
340,25,2025-02-17 00:10:28,2025-02-17 00:29:28,19,True
341,25,2023-08-16 00:11:57,2023-08-16 00:36:57,25,True
342,25,2024-04-05 22:07:01,2024-04-05 22:55:01,48,True
343,25,2023-10-24 15:19:50,2023-10-24 15:27:50,8,False
344,25,2024-08-15 16:37:22,2024-08-15 17:04:22,27,True
345,25,2025-02-02 14:27:40,2025-02-02 14:57:40,30,True
346,25,2023-11-23 10:59:49,2023-11-23 11:30:49,31,False
347,25,2023-09-22 17:25:57,2023-09-22 17:42:57,17,True
348,26,2024-06-17 18:51:35,2024-06-17 19:48:35,57,True
349,26,2024-06-28 04:29:49,2024-06-28 04:47:49,18,True
350,26,2024-03-22 03:51:34,2024-03-22 04:21:34,30,True
351,26,2024-08-08 03:53:23,2024-08-08 04:05:23,12,True
352,26,2024-03-23 09:20:46,2024-03-23 09:54:46,34,True
353,26,2025-03-03 15:52:02,2025-03-03 16:21:02,29,True
354,26,2025-03-03 19:18:15,2025-03-03 19:38:15,20,True
355,26,2025-04-20 23:58:25,2025-04-21 00:28:25,30,True
356,26,2024-05-29 13:01:18,2024-05-29 13:35:18,34,True
357,26,2024-12-29 07:25:00,2024-12-29 08:09:00,44,True
358,26,2025-04-08 22:56:29,2025-04-08 23:27:29,31,True
359,26,2024-04-03 01:08:11,2024-04-03 01:47:11,39,False
360,26,2024-11-20 19:12:45,2024-11-20 20:06:45,54,True
361,26,2025-05-07 09:33:47,2025-05-07 09:43:47,10,True
362,26,2023-08-28 14:17:58,2023-08-28 15:00:58,43,False
363,26,2024-07-06 06:21:24,2024-07-06 06:33:24,12,True
364,26,2024-04-10 18:07:24,2024-04-10 18:22:24,15,True
365,27,2024-03-18 08:18:37,2024-03-18 09:01:37,43,True
366,27,2024-02-04 15:10:32,2024-02-04 15:15:32,5,True
367,27,2024-01-23 18:09:58,2024-01-23 18:51:58,42,True
368,27,2025-01-05 13:24:07,2025-01-05 14:05:07,41,True
369,27,2023-12-31 05:34:51,2023-12-31 05:48:51,14,True
370,27,2024-10-19 08:49:43,2024-10-19 08:54:43,5,True
371,27,2024-05-15 06:38:36,2024-05-15 07:04:36,26,True
372,27,2024-05-08 08:16:03,2024-05-08 08:53:03,37,True
373,27,2025-06-12 19:14:47,2025-06-12 19:53:47,39,True
374,27,2024-11-09 10:16:30,2024-11-09 11:16:30,60,True
375,28,2024-09-11 20:16:15,2024-09-11 21:18:15,62,True
376,28,2023-11-12 21:29:57,2023-11-12 22:10:57,41,True
377,28,2023-12-09 07:21:18,2023-12-09 08:05:18,44,True
378,28,2024-04-27 15:22:47,2024-04-27 16:25:47,63,True
379,28,2023-07-04 09:19:41,2023-07-04 10:00:41,41,True
380,28,2024-10-12 22:29:01,2024-10-12 23:29:01,60,True
381,28,2024-03-29 11:48:42,2024-03-29 12:24:42,36,True
382,28,2024-05-24 12:14:34,2024-05-24 13:08:34,54,True
383,28,2023-09-30 17:35:01,2023-09-30 18:20:01,45,True
384,28,2023-10-29 13:30:34,2023-10-29 14:21:34,51,True
385,28,2023-10-04 12:59:26,2023-10-04 14:16:26,77,True
386,28,2025-04-02 11:36:10,2025-04-02 12:06:10,30,True
387,28,2023-09-21 23:07:27,2023-09-22 00:23:27,76,True
388,28,2024-01-30 00:33:04,2024-01-30 01:14:04,41,True
389,28,2023-10-13 10:19:17,2023-10-13 11:27:17,68,True
390,28,2023-12-03 06:14:11,2023-12-03 07:25:11,71,True
391,29,2024-04-23 08:00:12,2024-04-23 09:06:12,66,True
392,29,2023-10-06 13:18:14,2023-10-06 14:26:14,68,True
393,29,2025-02-22 12:54:00,2025-02-22 14:02:00,68,True
394,29,2024-03-05 02:09:04,2024-03-05 03:12:04,63,True
395,29,2024-10-18 06:51:48,2024-10-18 07:28:48,37,True
396,29,2024-11-17 03:33:26,2024-11-17 04:53:26,80,True
397,29,2024-01-08 20:47:30,2024-01-08 22:09:30,82,True
398,29,2023-10-16 16:17:36,2023-10-16 17:08:36,51,True
399,29,2024-11-05 06:41:45,2024-11-05 07:30:45,49,True
400,29,2025-03-10 04:06:16,2025-03-10 05:10:16,64,True
401,29,2024-10-04 21:47:40,2024-10-04 22:50:40,63,True
402,29,2025-05-25 17:34:23,2025-05-25 18:25:23,51,True
403,29,2024-07-22 02:01:06,2024-07-22 02:37:06,36,True
404,29,2024-06-22 06:34:52,2024-06-22 07:33:52,59,True
405,29,2025-06-17 15:31:03,2025-06-17 16:34:03,63,True
406,29,2025-05-22 09:07:30,2025-05-22 10:12:30,65,False
407,30,2024-09-21 08:53:00,2024-09-21 09:24:00,31,True
408,30,2024-12-19 15:20:28,2024-12-19 15:47:28,27,True
409,30,2025-05-07 17:20:24,2025-05-07 17:59:24,39,True
410,30,2023-10-13 21:54:26,2023-10-13 22:47:26,53,False
